CAISO 15-Minute Real-Time Locational Marginal Prices ($/megawatt) for Zones
15-minute real-time locational marginal prices for CAISO
Source: EIA collected from CAISO
UTC Timestamp (Interval Ending),Local Timestamp Pacific Time (Interval Beginning),Local Timestamp Pacific Time (Interval Ending),Local Date,Hour Number,NP-15 LMP,SP-15 LMP,ZP-26 LMP,NP-15 (Congestion),SP-15 (Congestion),ZP-26 (Congestion),NP-15 (Energy),SP-15 (Energy),ZP-26 (Energy),NP-15 (Loss),SP-15 (Loss),ZP-26 (Loss)
2021-04-01 07:15:00,2021-04-01 00:00:00,2021-04-01 00:15:00,2021-04-01,1,37.47696,35.86513,36.54961,0.0,0.0,0.0,36.79985,36.79985,36.79985,0.67712,-0.93472,-0.25024
2021-04-01 07:30:00,2021-04-01 00:15:00,2021-04-01 00:30:00,2021-04-01,1,36.82266,35.59142,36.03166,0.0,0.0,0.0,35.79185,35.79185,35.79185,1.03081,-0.20043,0.23981
2021-04-01 07:45:00,2021-04-01 00:30:00,2021-04-01 00:45:00,2021-04-01,1,37.7355,36.29273,36.86398,0.0,0.0,0.0,36.61863,36.61863,36.61863,1.11687,-0.32591,0.24534
2021-04-01 08:00:00,2021-04-01 00:45:00,2021-04-01 01:00:00,2021-04-01,1,34.865,33.63809,34.11936,0.0,0.0,0.0,33.89229,33.89229,33.89229,0.97271,-0.25419,0.22708
2021-04-01 08:15:00,2021-04-01 01:00:00,2021-04-01 01:15:00,2021-04-01,2,39.88349,38.11064,38.80974,0.0,0.0,0.0,38.62434,38.62434,38.62434,1.25915,-0.5137,0.1854
2021-04-01 08:30:00,2021-04-01 01:15:00,2021-04-01 01:30:00,2021-04-01,2,46.37137,44.24358,45.08752,0.0,0.0,0.0,44.89,44.89,44.89,1.48137,-0.64642,0.19752
2021-04-01 08:45:00,2021-04-01 01:30:00,2021-04-01 01:45:00,2021-04-01,2,37.30787,35.65031,36.32922,0.0,0.0,0.0,36.11255,36.11255,36.11255,1.19533,-0.46224,0.21668
2021-04-01 09:00:00,2021-04-01 01:45:00,2021-04-01 02:00:00,2021-04-01,2,30.40314,28.97195,29.56901,0.0,0.0,0.0,29.26756,29.26756,29.26756,1.13558,-0.2956,0.30146
2021-04-01 09:15:00,2021-04-01 02:00:00,2021-04-01 02:15:00,2021-04-01,3,32.3129,31.26562,31.23725,0.0,0.73311,0.0,30.9096,30.9096,30.9096,1.4033,-0.3771,0.32764
2021-04-01 09:30:00,2021-04-01 02:15:00,2021-04-01 02:30:00,2021-04-01,3,31.47037,29.87596,30.45957,0.0,0.07717,0.0,30.17293,30.17293,30.17293,1.29744,-0.37414,0.28664
2021-04-01 09:45:00,2021-04-01 02:30:00,2021-04-01 02:45:00,2021-04-01,3,31.04631,29.35125,30.02927,0.0,0.0,0.0,29.73784,29.73784,29.73784,1.30847,-0.38659,0.29143
2021-04-01 10:00:00,2021-04-01 02:45:00,2021-04-01 03:00:00,2021-04-01,3,31.05705,29.92973,30.15633,0.0,0.39675,0.0,29.82527,29.82527,29.82527,1.23178,-0.29229,0.33106
2021-04-01 10:15:00,2021-04-01 03:00:00,2021-04-01 03:15:00,2021-04-01,4,30.86924,29.56122,30.04128,0.0,0.07192,0.0,29.67626,29.67626,29.67626,1.19299,-0.18696,0.36502
2021-04-01 10:30:00,2021-04-01 03:15:00,2021-04-01 03:30:00,2021-04-01,4,30.79752,29.44643,29.95882,0.0,0.02994,0.0,29.63579,29.63579,29.63579,1.16172,-0.2193,0.32303
2021-04-01 10:45:00,2021-04-01 03:30:00,2021-04-01 03:45:00,2021-04-01,4,30.89454,29.49794,30.04766,0.0,0.0,0.0,29.71486,29.71486,29.71486,1.17968,-0.21692,0.33281
2021-04-01 11:00:00,2021-04-01 03:45:00,2021-04-01 04:00:00,2021-04-01,4,29.41812,28.0,28.58027,0.0,0.0,0.0,28.3057,28.3057,28.3057,1.11241,-0.3057,0.27457
2021-04-01 11:15:00,2021-04-01 04:00:00,2021-04-01 04:15:00,2021-04-01,5,30.78206,29.00567,29.71564,0.0,0.0,0.0,29.45934,29.45934,29.45934,1.32272,-0.45367,0.2563
2021-04-01 11:30:00,2021-04-01 04:15:00,2021-04-01 04:30:00,2021-04-01,5,31.83335,29.87491,30.61646,0.0,0.07476,0.0,30.34638,30.34638,30.34638,1.48697,-0.54623,0.27008
2021-04-01 11:45:00,2021-04-01 04:30:00,2021-04-01 04:45:00,2021-04-01,5,32.11609,30.13193,30.87427,0.0,0.07738,0.0,30.58675,30.58675,30.58675,1.52934,-0.53221,0.28752
2021-04-01 12:00:00,2021-04-01 04:45:00,2021-04-01 05:00:00,2021-04-01,5,32.17439,30.24231,30.9282,0.0,0.14695,0.0,30.61895,30.61895,30.61895,1.55544,-0.52358,0.30925
2021-04-01 12:15:00,2021-04-01 05:00:00,2021-04-01 05:15:00,2021-04-01,6,30.86982,29.36548,29.97431,0.0,0.0,0.0,29.55463,29.55463,29.55463,1.31518,-0.18915,0.41968
2021-04-01 12:30:00,2021-04-01 05:15:00,2021-04-01 05:30:00,2021-04-01,6,32.37977,30.93799,31.33865,0.0,0.29135,0.0,30.89378,30.89378,30.89378,1.48599,-0.24715,0.44487
2021-04-01 12:45:00,2021-04-01 05:30:00,2021-04-01 05:45:00,2021-04-01,6,35.32989,33.58463,34.29286,0.0,0.00114,0.0,33.77941,33.77941,33.77941,1.55048,-0.19592,0.51345
2021-04-01 13:00:00,2021-04-01 05:45:00,2021-04-01 06:00:00,2021-04-01,6,39.48099,38.40387,38.20058,0.0,1.038,0.0,37.77001,37.77001,37.77001,1.71098,-0.40414,0.43058
2021-04-01 13:15:00,2021-04-01 06:00:00,2021-04-01 06:15:00,2021-04-01,7,33.26564,31.41208,32.79653,0.0,-0.60365,0.0,32.13141,32.13141,32.13141,1.13424,-0.11567,0.66512
2021-04-01 13:30:00,2021-04-01 06:15:00,2021-04-01 06:30:00,2021-04-01,7,34.15603,32.51387,33.58007,0.0,-0.19732,0.0,32.91196,32.91196,32.91196,1.24407,-0.20076,0.66811
2021-04-01 13:45:00,2021-04-01 06:30:00,2021-04-01 06:45:00,2021-04-01,7,37.60025,36.05491,36.90791,0.0,0.14745,0.0,36.24819,36.24819,36.24819,1.35206,-0.34073,0.65972
2021-04-01 14:00:00,2021-04-01 06:45:00,2021-04-01 07:00:00,2021-04-01,7,34.18627,32.41174,33.31424,0.0,0.14984,0.0,32.78315,32.78315,32.78315,1.40312,-0.52125,0.53109
2021-04-01 14:15:00,2021-04-01 07:00:00,2021-04-01 07:15:00,2021-04-01,8,47.19671,43.74777,45.40506,0.0,0.0,0.0,44.79141,44.79141,44.79141,2.4053,-1.04364,0.61364
2021-04-01 14:30:00,2021-04-01 07:15:00,2021-04-01 07:30:00,2021-04-01,8,38.55428,39.67587,37.17879,0.0,3.68869,0.0,36.77791,36.77791,36.77791,1.77637,-0.79073,0.40088
2021-04-01 14:45:00,2021-04-01 07:30:00,2021-04-01 07:45:00,2021-04-01,8,34.06025,29.25033,33.03536,1.62099,-0.796,1.92723,30.95645,30.95645,30.95645,1.48281,-0.91012,0.15169
2021-04-01 15:00:00,2021-04-01 07:45:00,2021-04-01 08:00:00,2021-04-01,8,22.71792,22.86285,21.71255,0.0,1.82418,0.0,21.80851,21.80851,21.80851,0.90941,-0.76984,-0.09596
2021-04-01 15:15:00,2021-04-01 08:00:00,2021-04-01 08:15:00,2021-04-01,9,33.81072,29.92188,32.06441,0.94773,-0.04568,1.12438,31.36979,31.36979,31.36979,1.4932,-1.40223,-0.42977
2021-04-01 15:30:00,2021-04-01 08:15:00,2021-04-01 08:30:00,2021-04-01,9,34.30509,28.72186,33.87137,2.63915,-0.05877,4.16322,30.21271,30.21271,30.21271,1.45323,-1.43208,-0.50455
2021-04-01 15:45:00,2021-04-01 08:30:00,2021-04-01 08:45:00,2021-04-01,9,25.45143,19.17061,24.4407,2.2589,-1.86509,2.76594,22.18956,22.18956,22.18956,1.00297,-1.15386,-0.5148
2021-04-01 16:00:00,2021-04-01 08:45:00,2021-04-01 09:00:00,2021-04-01,9,22.03983,23.34225,20.49477,0.0,3.34554,0.0,21.19418,21.19418,21.19418,0.84565,-1.19747,-0.69941
2021-04-01 16:15:00,2021-04-01 09:00:00,2021-04-01 09:15:00,2021-04-01,10,28.25157,21.86106,26.83203,2.72616,-1.09308,3.33542,24.32613,24.32613,24.32613,1.19928,-1.37199,-0.82952
2021-04-01 16:30:00,2021-04-01 09:15:00,2021-04-01 09:30:00,2021-04-01,10,30.20909,22.87765,26.1047,5.12169,0.18343,3.00036,24.12482,24.12482,24.12482,0.96258,-1.4306,-1.02048
2021-04-01 16:45:00,2021-04-01 09:30:00,2021-04-01 09:45:00,2021-04-01,10,25.73284,31.49108,21.5072,1.17368,9.27404,-1.08836,23.65779,23.65779,23.65779,0.90136,-1.44076,-1.06223
2021-04-01 17:00:00,2021-04-01 09:45:00,2021-04-01 10:00:00,2021-04-01,10,22.80371,6.2408,8.18411,8.02265,-7.22203,-5.46049,14.31302,14.31302,14.31302,0.46804,-0.85019,-0.66842
2021-04-01 17:15:00,2021-04-01 10:00:00,2021-04-01 10:15:00,2021-04-01,11,27.98471,11.27018,9.41134,7.31378,-7.80542,-9.83505,20.09228,20.09228,20.09228,0.57866,-1.01667,-0.84588
2021-04-01 17:30:00,2021-04-01 10:15:00,2021-04-01 10:30:00,2021-04-01,11,22.26624,13.8551,11.84074,3.29449,-3.56681,-5.77261,18.40667,18.40667,18.40667,0.56508,-0.98476,-0.79333
2021-04-01 17:45:00,2021-04-01 10:30:00,2021-04-01 10:45:00,2021-04-01,11,23.31155,19.51389,16.41344,2.75045,0.79039,-2.53377,19.97387,19.97387,19.97387,0.58723,-1.25036,-1.02666
2021-04-01 18:00:00,2021-04-01 10:45:00,2021-04-01 11:00:00,2021-04-01,11,19.54369,18.53857,18.53385,0.0,0.90989,0.6359,18.83003,18.83003,18.83003,0.71366,-1.20136,-0.93209
2021-04-01 18:15:00,2021-04-01 11:00:00,2021-04-01 11:15:00,2021-04-01,12,29.93561,29.78376,26.42471,8.02546,9.99687,6.32123,21.10602,21.10602,21.10602,0.80414,-1.31913,-1.00254
2021-04-01 18:30:00,2021-04-01 11:15:00,2021-04-01 11:30:00,2021-04-01,12,30.93529,25.69786,27.10801,7.3599,4.16754,5.32891,22.82446,22.82446,22.82446,0.75092,-1.29415,-1.04536
2021-04-01 18:45:00,2021-04-01 11:30:00,2021-04-01 11:45:00,2021-04-01,12,19.66797,22.00381,15.92037,0.0,4.11297,-2.19237,18.96622,18.96622,18.96622,0.70175,-1.07538,-0.85348
2021-04-01 19:00:00,2021-04-01 11:45:00,2021-04-01 12:00:00,2021-04-01,12,19.36287,17.70877,18.09365,0.40745,0.28219,0.50005,18.35343,18.35343,18.35343,0.60199,-0.92685,-0.75983
2021-04-01 19:15:00,2021-04-01 12:00:00,2021-04-01 12:15:00,2021-04-01,13,24.38972,21.5002,16.59404,0.61411,-0.02423,-5.27321,22.85457,22.85457,22.85457,0.92104,-1.33014,-0.98732
2021-04-01 19:30:00,2021-04-01 12:15:00,2021-04-01 12:30:00,2021-04-01,13,21.92866,19.77353,16.41306,0.3759,0.02582,-3.55665,20.74775,20.74775,20.74775,0.80501,-1.00004,-0.77804
2021-04-01 19:45:00,2021-04-01 12:30:00,2021-04-01 12:45:00,2021-04-01,13,23.67766,21.05814,19.15666,0.58759,-0.21488,-2.30763,22.24049,22.24049,22.24049,0.84959,-0.96746,-0.77619
2021-04-01 20:00:00,2021-04-01 12:45:00,2021-04-01 13:00:00,2021-04-01,13,29.39314,27.39777,24.22184,0.0,0.0,-3.31886,28.58698,28.58698,28.58698,0.80615,-1.18922,-1.04628
2021-04-01 20:15:00,2021-04-01 13:00:00,2021-04-01 13:15:00,2021-04-01,14,26.37056,31.90095,21.85977,0.0,7.26149,-2.85895,25.57022,25.57022,25.57022,0.80035,-0.93076,-0.85149
2021-04-01 20:30:00,2021-04-01 13:15:00,2021-04-01 13:30:00,2021-04-01,14,23.42484,26.90068,18.95827,0.0,5.03068,-3.00721,22.73153,22.73153,22.73153,0.69331,-0.86153,-0.76605
2021-04-01 20:45:00,2021-04-01 13:30:00,2021-04-01 13:45:00,2021-04-01,14,22.01472,19.85725,17.94113,0.61506,-0.0535,-2.08145,20.70801,20.70801,20.70801,0.69165,-0.79726,-0.68544
2021-04-01 21:00:00,2021-04-01 13:45:00,2021-04-01 14:00:00,2021-04-01,14,19.04801,17.59235,15.69779,0.70884,0.50309,-1.4894,17.80502,17.80502,17.80502,0.53415,-0.71576,-0.61783
2021-04-01 21:15:00,2021-04-01 14:00:00,2021-04-01 14:15:00,2021-04-01,15,20.38757,19.01457,15.39488,0.2485,0.20498,-3.50243,19.49382,19.49382,19.49382,0.64525,-0.68423,-0.59651
2021-04-01 21:30:00,2021-04-01 14:15:00,2021-04-01 14:30:00,2021-04-01,15,21.2396,21.26127,17.33117,0.0,1.36689,-2.62081,20.56905,20.56905,20.56905,0.67055,-0.67466,-0.61707
2021-04-01 21:45:00,2021-04-01 14:30:00,2021-04-01 14:45:00,2021-04-01,15,29.85893,28.6414,24.61814,0.10857,0.67307,-3.3905,28.78881,28.78881,28.78881,0.96155,-0.82048,-0.78018
2021-04-01 22:00:00,2021-04-01 14:45:00,2021-04-01 15:00:00,2021-04-01,15,22.61924,20.81689,18.62254,0.44964,0.01815,-2.23843,21.45307,21.45307,21.45307,0.71653,-0.65432,-0.5921
2021-04-01 22:15:00,2021-04-01 15:00:00,2021-04-01 15:15:00,2021-04-01,16,29.61199,33.29842,27.2534,0.0,5.10163,-0.88262,28.94057,28.94057,28.94057,0.67142,-0.74377,-0.80455
2021-04-01 22:30:00,2021-04-01 15:15:00,2021-04-01 15:30:00,2021-04-01,16,24.6048,25.32296,23.28963,0.0,2.05967,0.0,23.9556,23.9556,23.9556,0.6492,-0.69232,-0.66597
2021-04-01 22:45:00,2021-04-01 15:30:00,2021-04-01 15:45:00,2021-04-01,16,29.73474,29.45506,20.44418,0.0,1.7796,-7.46679,28.72089,28.72089,28.72089,1.01385,-1.04544,-0.80993
2021-04-01 23:00:00,2021-04-01 15:45:00,2021-04-01 16:00:00,2021-04-01,16,26.03497,25.64154,17.96473,0.0,1.28616,-6.54425,25.18132,25.18132,25.18132,0.85365,-0.82595,-0.67234
2021-04-01 23:15:00,2021-04-01 16:00:00,2021-04-01 16:15:00,2021-04-01,17,20.45568,19.39732,19.45113,0.0,0.0,0.0,19.93148,19.93148,19.93148,0.5242,-0.53416,-0.48035
2021-04-01 23:30:00,2021-04-01 16:15:00,2021-04-01 16:30:00,2021-04-01,17,27.01969,25.80191,25.61485,0.0,0.31286,0.0,26.20981,26.20981,26.20981,0.80988,-0.72077,-0.59496
2021-04-01 23:45:00,2021-04-01 16:30:00,2021-04-01 16:45:00,2021-04-01,17,31.94136,31.61439,30.1524,-0.93821,0.81721,-0.89912,31.79227,31.79227,31.79227,1.0873,-0.9951,-0.74076
2021-04-02 00:00:00,2021-04-01 16:45:00,2021-04-01 17:00:00,2021-04-01,17,22.38122,21.07971,21.25296,0.0,0.0,0.0,21.65575,21.65575,21.65575,0.72547,-0.57604,-0.4028
