CAISO 15-Minute Real-Time Locational Marginal Prices ($/megawatt) for Zones
15-minute real-time locational marginal prices for CAISO
Source: EIA collected from CAISO
UTC Timestamp (Interval Ending),Local Timestamp Pacific Time (Interval Beginning),Local Timestamp Pacific Time (Interval Ending),Local Date,Hour Number,NP-15 LMP,SP-15 LMP,ZP-26 LMP,NP-15 (Congestion),SP-15 (Congestion),ZP-26 (Congestion),NP-15 (Energy),SP-15 (Energy),ZP-26 (Energy),NP-15 (Loss),SP-15 (Loss),ZP-26 (Loss)
2023-10-01 07:15:00,2023-10-01 00:00:00,2023-10-01 00:15:00,2023-10-01,1,43.18783,38.07857,42.12238,0.23045,-2.33617,0.23045,42.448,42.448,42.448,0.50938,-2.03326,-0.55607
2023-10-01 07:30:00,2023-10-01 00:15:00,2023-10-01 00:30:00,2023-10-01,1,37.64255,35.26852,36.71749,0.11237,0.05657,0.11237,37.15124,37.15124,37.15124,0.37894,-1.93929,-0.54612
2023-10-01 07:45:00,2023-10-01 00:30:00,2023-10-01 00:45:00,2023-10-01,1,37.94509,35.62203,37.10353,0.20958,0.1419,0.20958,37.40262,37.40262,37.40262,0.33288,-1.92249,-0.50868
2023-10-01 08:00:00,2023-10-01 00:45:00,2023-10-01 01:00:00,2023-10-01,1,35.38063,33.56824,34.77767,0.23013,0.23013,0.23013,35.05585,35.05585,35.05585,0.09465,-1.71774,-0.50831
2023-10-01 08:15:00,2023-10-01 01:00:00,2023-10-01 01:15:00,2023-10-01,2,36.77085,34.79957,36.14278,0.10908,0.07678,0.10908,36.51571,36.51571,36.51571,0.14606,-1.79292,-0.48201
2023-10-01 08:30:00,2023-10-01 01:15:00,2023-10-01 01:30:00,2023-10-01,2,35.36756,33.60999,34.81327,0.19859,0.19859,0.19859,35.08126,35.08126,35.08126,0.0877,-1.66987,-0.46658
2023-10-01 08:45:00,2023-10-01 01:30:00,2023-10-01 01:45:00,2023-10-01,2,34.13264,32.62482,33.68776,0.19647,0.19647,0.19647,33.95994,33.95994,33.95994,-0.02377,-1.53159,-0.46865
2023-10-01 09:00:00,2023-10-01 01:45:00,2023-10-01 02:00:00,2023-10-01,2,34.74796,33.26367,34.3224,0.19401,0.19401,0.19401,34.59894,34.59894,34.59894,-0.04498,-1.52927,-0.47055
2023-10-01 09:15:00,2023-10-01 02:00:00,2023-10-01 02:15:00,2023-10-01,3,34.67044,33.13166,34.26079,0.25962,0.25962,0.25962,34.42459,34.42459,34.42459,-0.01377,-1.55255,-0.42342
2023-10-01 09:30:00,2023-10-01 02:15:00,2023-10-01 02:30:00,2023-10-01,3,33.44488,31.83527,32.98783,0.2559,0.2559,0.2559,33.11943,33.11943,33.11943,0.06955,-1.54005,-0.3875
2023-10-01 09:45:00,2023-10-01 02:30:00,2023-10-01 02:45:00,2023-10-01,3,32.42125,30.83941,31.96884,0.25174,0.25174,0.25174,32.08609,32.08609,32.08609,0.08342,-1.49842,-0.36899
2023-10-01 10:00:00,2023-10-01 02:45:00,2023-10-01 03:00:00,2023-10-01,3,32.2834,30.56449,31.7285,0.23328,0.23328,0.23328,31.89067,31.89067,31.89067,0.15945,-1.55945,-0.39544
2023-10-01 10:15:00,2023-10-01 03:00:00,2023-10-01 03:15:00,2023-10-01,4,32.52614,31.02429,32.08689,0.19285,0.19285,0.19285,32.29776,32.29776,32.29776,0.03553,-1.46632,-0.40372
2023-10-01 10:30:00,2023-10-01 03:15:00,2023-10-01 03:30:00,2023-10-01,4,32.47343,31.0109,32.06059,0.44826,0.44826,0.44826,32.00277,32.00277,32.00277,0.0224,-1.44012,-0.39043
2023-10-01 10:45:00,2023-10-01 03:30:00,2023-10-01 03:45:00,2023-10-01,4,32.54865,31.14521,32.17932,0.44953,0.44953,0.44953,32.11517,32.11517,32.11517,-0.01606,-1.41949,-0.38538
2023-10-01 11:00:00,2023-10-01 03:45:00,2023-10-01 04:00:00,2023-10-01,4,32.20888,30.69375,31.78055,0.19607,0.19607,0.19607,31.96487,31.96487,31.96487,0.04795,-1.46719,-0.38038
2023-10-01 11:15:00,2023-10-01 04:00:00,2023-10-01 04:15:00,2023-10-01,5,32.10219,30.73855,31.77964,0.22125,0.22125,0.22125,31.93522,31.93522,31.93522,-0.05429,-1.41792,-0.37684
2023-10-01 11:30:00,2023-10-01 04:15:00,2023-10-01 04:30:00,2023-10-01,5,31.92922,30.58872,31.61157,0.22109,0.22109,0.22109,31.7653,31.7653,31.7653,-0.05718,-1.39767,-0.37483
2023-10-01 11:45:00,2023-10-01 04:30:00,2023-10-01 04:45:00,2023-10-01,5,32.60319,31.29475,32.29475,0.22319,0.22319,0.22319,32.46767,32.46767,32.46767,-0.08766,-1.39611,-0.39611
2023-10-01 12:00:00,2023-10-01 04:45:00,2023-10-01 05:00:00,2023-10-01,5,33.36409,31.91478,32.96611,0.2189,0.2189,0.2189,33.1651,33.1651,33.1651,-0.0199,-1.46921,-0.41788
2023-10-01 12:15:00,2023-10-01 05:00:00,2023-10-01 05:15:00,2023-10-01,6,32.38793,30.9061,31.95399,0.22473,0.22473,0.22473,32.14392,32.14392,32.14392,0.01929,-1.46255,-0.41466
2023-10-01 12:30:00,2023-10-01 05:15:00,2023-10-01 05:30:00,2023-10-01,6,32.40397,30.96053,32.00265,0.05291,0.05291,0.05291,32.36401,32.36401,32.36401,-0.01295,-1.45638,-0.41426
2023-10-01 12:45:00,2023-10-01 05:30:00,2023-10-01 05:45:00,2023-10-01,6,35.50031,34.1474,35.17802,0.23948,0.23948,0.23948,35.41667,35.41667,35.41667,-0.15583,-1.50875,-0.47812
2023-10-01 13:00:00,2023-10-01 05:45:00,2023-10-01 06:00:00,2023-10-01,6,35.88602,34.49767,35.54243,0.25622,0.24224,0.25622,35.79086,35.79086,35.79086,-0.16106,-1.53543,-0.50465
2023-10-01 13:15:00,2023-10-01 06:00:00,2023-10-01 06:15:00,2023-10-01,7,32.05145,30.55569,31.58703,0.0,0.0,0.0,32.02903,32.02903,32.02903,0.02242,-1.47334,-0.442
2023-10-01 13:30:00,2023-10-01 06:15:00,2023-10-01 06:30:00,2023-10-01,7,32.32913,31.0492,31.97269,0.04258,0.04258,0.04258,32.40319,32.40319,32.40319,-0.11665,-1.39658,-0.47309
