CAISO 15-Minute Real-Time Locational Marginal Prices ($/megawatt) for Zones
15-minute real-time locational marginal prices for CAISO
Source: EIA collected from CAISO
UTC Timestamp (Interval Ending),Local Timestamp Pacific Time (Interval Beginning),Local Timestamp Pacific Time (Interval Ending),Local Date,Hour Number,NP-15 LMP,SP-15 LMP,ZP-26 LMP,NP-15 (Congestion),SP-15 (Congestion),ZP-26 (Congestion),NP-15 (Energy),SP-15 (Energy),ZP-26 (Energy),NP-15 (Loss),SP-15 (Loss),ZP-26 (Loss)
2021-07-01 07:15:00,2021-07-01 00:00:00,2021-07-01 00:15:00,2021-07-01,1,53.18429,54.73855,52.9668,0.0,0.0,0.0,53.04637,53.04637,53.04637,0.13792,1.69218,-0.07957
2021-07-01 07:30:00,2021-07-01 00:15:00,2021-07-01 00:30:00,2021-07-01,1,42.30442,43.53498,42.21984,0.0,0.0,0.0,42.2875,42.2875,42.2875,0.01692,1.24748,-0.06766
2021-07-01 07:45:00,2021-07-01 00:30:00,2021-07-01 00:45:00,2021-07-01,1,41.38512,42.24817,41.13735,0.0,0.0,0.0,41.29427,41.29427,41.29427,0.09085,0.9539,-0.15692
2021-07-01 08:00:00,2021-07-01 00:45:00,2021-07-01 01:00:00,2021-07-01,1,40.06286,40.94551,39.94304,0.0,0.0,0.0,39.93904,39.93904,39.93904,0.12381,1.00646,0.00399
2021-07-01 08:15:00,2021-07-01 01:00:00,2021-07-01 01:15:00,2021-07-01,2,40.50365,41.40248,40.39885,0.0,0.0,0.0,40.30615,40.30615,40.30615,0.1975,1.09633,0.0927
2021-07-01 08:30:00,2021-07-01 01:15:00,2021-07-01 01:30:00,2021-07-01,2,40.17205,41.06814,40.08404,0.0,0.0,0.0,40.00403,40.00403,40.00403,0.16802,1.06411,0.08001
2021-07-01 08:45:00,2021-07-01 01:30:00,2021-07-01 01:45:00,2021-07-01,2,38.77456,39.53099,38.60475,0.0,0.0,0.0,38.59317,38.59317,38.59317,0.18139,0.93781,0.01158
2021-07-01 09:00:00,2021-07-01 01:45:00,2021-07-01 02:00:00,2021-07-01,2,38.48606,39.40595,38.42857,0.0,0.0,0.0,38.32891,38.32891,38.32891,0.15715,1.07704,0.09966
2021-07-01 09:15:00,2021-07-01 02:00:00,2021-07-01 02:15:00,2021-07-01,3,45.31681,46.82346,45.24464,0.0,0.0,0.0,45.10931,45.10931,45.10931,0.2075,1.71415,0.13533
2021-07-01 09:30:00,2021-07-01 02:15:00,2021-07-01 02:30:00,2021-07-01,3,43.77828,45.13942,43.7174,0.0,0.0,0.0,43.48692,43.48692,43.48692,0.29136,1.6525,0.23048
2021-07-01 09:45:00,2021-07-01 02:30:00,2021-07-01 02:45:00,2021-07-01,3,41.96592,43.16542,41.84097,0.0,0.0,0.0,41.64938,41.64938,41.64938,0.31654,1.51604,0.19159
2021-07-01 10:00:00,2021-07-01 02:45:00,2021-07-01 03:00:00,2021-07-01,3,39.03392,40.17309,38.95642,0.0,0.0,0.0,38.74719,38.74719,38.74719,0.28673,1.4259,0.20923
2021-07-01 10:15:00,2021-07-01 03:00:00,2021-07-01 03:15:00,2021-07-01,4,39.66828,41.0337,39.68407,0.0,0.0,0.0,39.46307,39.46307,39.46307,0.20521,1.57063,0.22099
2021-07-01 10:30:00,2021-07-01 03:15:00,2021-07-01 03:30:00,2021-07-01,4,39.611,40.98777,39.63861,0.0,0.0,0.0,39.44925,39.44925,39.44925,0.16174,1.53852,0.18936
2021-07-01 10:45:00,2021-07-01 03:30:00,2021-07-01 03:45:00,2021-07-01,4,39.04245,40.27758,39.0075,0.0,0.0,0.0,38.84048,38.84048,38.84048,0.20197,1.4371,0.16701
2021-07-01 11:00:00,2021-07-01 03:45:00,2021-07-01 04:00:00,2021-07-01,4,38.79071,40.06019,38.84087,0.0,0.0,0.0,38.5862,38.5862,38.5862,0.20451,1.47399,0.25467
2021-07-01 11:15:00,2021-07-01 04:00:00,2021-07-01 04:15:00,2021-07-01,5,39.35383,40.70234,39.46359,0.0,0.0,0.0,39.20095,39.20095,39.20095,0.15288,1.5014,0.26265
